Question_Code,Short_Description,Related_Variables,Answer_code,Answer_meaning,Long_Description
YELSTGRD,GRADES FOR LAST SEMESTER/GRADING PERIOD COMPLETED,(YE15),2,"A ""B+"", ""B"" or ""B-minus"" average",What were your grades for the last semester or grading period you completed?
YELSTGRD,GRADES FOR LAST SEMESTER/GRADING PERIOD COMPLETED,(YE15),3,"A ""C+"", ""C"" or ""C-minus"" average",What were your grades for the last semester or grading period you completed?
YELSTGRD,GRADES FOR LAST SEMESTER/GRADING PERIOD COMPLETED,(YE15),4,"A ""D"" or less than a ""D"" average",What were your grades for the last semester or grading period you completed?
YELSTGRD,GRADES FOR LAST SEMESTER/GRADING PERIOD COMPLETED,(YE15),5,My school does not give these grades,What were your grades for the last semester or grading period you completed?
YELSTGRD,GRADES FOR LAST SEMESTER/GRADING PERIOD COMPLETED,(YE15),85,BAD DATA Logically assigned,What were your grades for the last semester or grading period you completed?
YELSTGRD,GRADES FOR LAST SEMESTER/GRADING PERIOD COMPLETED,(YE15),94,DON'T KNOW,What were your grades for the last semester or grading period you completed?
YELSTGRD,GRADES FOR LAST SEMESTER/GRADING PERIOD COMPLETED,(YE15),97,REFUSED,What were your grades for the last semester or grading period you completed?
YELSTGRD,GRADES FOR LAST SEMESTER/GRADING PERIOD COMPLETED,(YE15),98,BLANK (NO ANSWER),What were your grades for the last semester or grading period you completed?
YELSTGRD,GRADES FOR LAST SEMESTER/GRADING PERIOD COMPLETED,(YE15),99,LEGITIMATE SKIP,What were your grades for the last semester or grading period you completed?
YECIGFRNDOF2,"IF BEST FRIEND OFFERED, WOULD YOU SMOKE CIGARETTE",(CG02),1,Yes,"Note: Beginning in 2022, edited variables YECIGFRNDOF2 and YECIGNEXTYR2 replace variables CIGOFRSM and CIGWILYR. Questions CG02 and CG03 were moved from the Nicotine (formerly Tobacco) section to the Youth Experiences section in 2022. If one of your best friends offered you a cigarette, would you smoke it?"
YECIGFRNDOF2,"IF BEST FRIEND OFFERED, WOULD YOU SMOKE CIGARETTE",(CG02),2,No,"Note: Beginning in 2022, edited variables YECIGFRNDOF2 and YECIGNEXTYR2 replace variables CIGOFRSM and CIGWILYR. Questions CG02 and CG03 were moved from the Nicotine (formerly Tobacco) section to the Youth Experiences section in 2022. If one of your best friends offered you a cigarette, would you smoke it?"
YECIGFRNDOF2,"IF BEST FRIEND OFFERED, WOULD YOU SMOKE CIGARETTE",(CG02),85,BAD DATA Logically assigned,"Note: Beginning in 2022, edited variables YECIGFRNDOF2 and YECIGNEXTYR2 replace variables CIGOFRSM and CIGWILYR. Questions CG02 and CG03 were moved from the Nicotine (formerly Tobacco) section to the Youth Experiences section in 2022. If one of your best friends offered you a cigarette, would you smoke it?"
YECIGFRNDOF2,"IF BEST FRIEND OFFERED, WOULD YOU SMOKE CIGARETTE",(CG02),94,DON'T KNOW,"Note: Beginning in 2022, edited variables YECIGFRNDOF2 and YECIGNEXTYR2 replace variables CIGOFRSM and CIGWILYR. Questions CG02 and CG03 were moved from the Nicotine (formerly Tobacco) section to the Youth Experiences section in 2022. If one of your best friends offered you a cigarette, would you smoke it?"
YECIGFRNDOF2,"IF BEST FRIEND OFFERED, WOULD YOU SMOKE CIGARETTE",(CG02),97,REFUSED,"Note: Beginning in 2022, edited variables YECIGFRNDOF2 and YECIGNEXTYR2 replace variables CIGOFRSM and CIGWILYR. Questions CG02 and CG03 were moved from the Nicotine (formerly Tobacco) section to the Youth Experiences section in 2022. If one of your best friends offered you a cigarette, would you smoke it?"
YECIGFRNDOF2,"IF BEST FRIEND OFFERED, WOULD YOU SMOKE CIGARETTE",(CG02),98,BLANK (NO ANSWER),"Note: Beginning in 2022, edited variables YECIGFRNDOF2 and YECIGNEXTYR2 replace variables CIGOFRSM and CIGWILYR. Questions CG02 and CG03 were moved from the Nicotine (formerly Tobacco) section to the Youth Experiences section in 2022. If one of your best friends offered you a cigarette, would you smoke it?"
YECIGFRNDOF2,"IF BEST FRIEND OFFERED, WOULD YOU SMOKE CIGARETTE",(CG02),99,LEGITIMATE SKIP,"Note: Beginning in 2022, edited variables YECIGFRNDOF2 and YECIGNEXTYR2 replace variables CIGOFRSM and CIGWILYR. Questions CG02 and CG03 were moved from the Nicotine (formerly Tobacco) section to the Youth Experiences section in 2022. If one of your best friends offered you a cigarette, would you smoke it?"
YECIGNEXTYR2,DO YOU THINK YOU'LL SMOKE A CIGARETTE IN NEXT 12 MONTHS,(CG03),1,Yes,At any time during the next 12 months do you think you will smoke a cigarette?
YECIGNEXTYR2,DO YOU THINK YOU'LL SMOKE A CIGARETTE IN NEXT 12 MONTHS,(CG03),2,No,At any time during the next 12 months do you think you will smoke a cigarette?
YECIGNEXTYR2,DO YOU THINK YOU'LL SMOKE A CIGARETTE IN NEXT 12 MONTHS,(CG03),85,BAD DATA Logically assigned,At any time during the next 12 months do you think you will smoke a cigarette?
YECIGNEXTYR2,DO YOU THINK YOU'LL SMOKE A CIGARETTE IN NEXT 12 MONTHS,(CG03),94,DON'T KNOW,At any time during the next 12 months do you think you will smoke a cigarette?
YECIGNEXTYR2,DO YOU THINK YOU'LL SMOKE A CIGARETTE IN NEXT 12 MONTHS,(CG03),97,REFUSED,At any time during the next 12 months do you think you will smoke a cigarette?
YECIGNEXTYR2,DO YOU THINK YOU'LL SMOKE A CIGARETTE IN NEXT 12 MONTHS,(CG03),98,BLANK (NO ANSWER),At any time during the next 12 months do you think you will smoke a cigarette?
YECIGNEXTYR2,DO YOU THINK YOU'LL SMOKE A CIGARETTE IN NEXT 12 MONTHS,(CG03),99,LEGITIMATE SKIP,At any time during the next 12 months do you think you will smoke a cigarette?
YESTSCIG,HOW MANY SDNTS YOU KNOW IN GRADE SMOKE CIGARETTES,(YE16A),1,None of them,"How many of the students in your grade at school would you say smoke cigarettes? Please think about the school you would be attending if you were not home-schooled, as you answer these next questions. How many of the students in your grade at school would you say smoke cigarettes?"
YESTSCIG,HOW MANY SDNTS YOU KNOW IN GRADE SMOKE CIGARETTES,(YE16A),2,A few of them,"How many of the students in your grade at school would you say smoke cigarettes? Please think about the school you would be attending if you were not home-schooled, as you answer these next questions. How many of the students in your grade at school would you say smoke cigarettes?"
YESTSCIG,HOW MANY SDNTS YOU KNOW IN GRADE SMOKE CIGARETTES,(YE16A),3,Most of them,"How many of the students in your grade at school would you say smoke cigarettes? Please think about the school you would be attending if you were not home-schooled, as you answer these next questions. How many of the students in your grade at school would you say smoke cigarettes?"
YESTSCIG,HOW MANY SDNTS YOU KNOW IN GRADE SMOKE CIGARETTES,(YE16A),4,All of them,"How many of the students in your grade at school would you say smoke cigarettes? Please think about the school you would be attending if you were not home-schooled, as you answer these next questions. How many of the students in your grade at school would you say smoke cigarettes?"
YESTSCIG,HOW MANY SDNTS YOU KNOW IN GRADE SMOKE CIGARETTES,(YE16A),85,BAD DATA Logically assigned,"How many of the students in your grade at school would you say smoke cigarettes? Please think about the school you would be attending if you were not home-schooled, as you answer these next questions. How many of the students in your grade at school would you say smoke cigarettes?"
YESTSCIG,HOW MANY SDNTS YOU KNOW IN GRADE SMOKE CIGARETTES,(YE16A),94,DON'T KNOW,"How many of the students in your grade at school would you say smoke cigarettes? Please think about the school you would be attending if you were not home-schooled, as you answer these next questions. How many of the students in your grade at school would you say smoke cigarettes?"
YESTSCIG,HOW MANY SDNTS YOU KNOW IN GRADE SMOKE CIGARETTES,(YE16A),97,REFUSED,"How many of the students in your grade at school would you say smoke cigarettes? Please think about the school you would be attending if you were not home-schooled, as you answer these next questions. How many of the students in your grade at school would you say smoke cigarettes?"
YESTSCIG,HOW MANY SDNTS YOU KNOW IN GRADE SMOKE CIGARETTES,(YE16A),98,BLANK (NO ANSWER),"How many of the students in your grade at school would you say smoke cigarettes? Please think about the school you would be attending if you were not home-schooled, as you answer these next questions. How many of the students in your grade at school would you say smoke cigarettes?"
YESTSCIG,HOW MANY SDNTS YOU KNOW IN GRADE SMOKE CIGARETTES,(YE16A),99,LEGITIMATE SKIP,"How many of the students in your grade at school would you say smoke cigarettes? Please think about the school you would be attending if you were not home-schooled, as you answer these next questions. How many of the students in your grade at school would you say smoke cigarettes?"
YESTSMJ,HOW MANY SDNTS YOU KNOW IN GRADE USE MJ/CANNABIS,(YE16B),1,None of them,How many of the students in your grade at school would you say use marijuana or any cannabis product?
YESTSMJ,HOW MANY SDNTS YOU KNOW IN GRADE USE MJ/CANNABIS,(YE16B),2,A few of them,How many of the students in your grade at school would you say use marijuana or any cannabis product?
YESTSMJ,HOW MANY SDNTS YOU KNOW IN GRADE USE MJ/CANNABIS,(YE16B),3,Most of them,How many of the students in your grade at school would you say use marijuana or any cannabis product?
YESTSMJ,HOW MANY SDNTS YOU KNOW IN GRADE USE MJ/CANNABIS,(YE16B),4,All of them,How many of the students in your grade at school would you say use marijuana or any cannabis product?
YESTSMJ,HOW MANY SDNTS YOU KNOW IN GRADE USE MJ/CANNABIS,(YE16B),85,BAD DATA Logically assigned,How many of the students in your grade at school would you say use marijuana or any cannabis product?
YESTSMJ,HOW MANY SDNTS YOU KNOW IN GRADE USE MJ/CANNABIS,(YE16B),94,DON'T KNOW,How many of the students in your grade at school would you say use marijuana or any cannabis product?
YESTSMJ,HOW MANY SDNTS YOU KNOW IN GRADE USE MJ/CANNABIS,(YE16B),97,REFUSED,How many of the students in your grade at school would you say use marijuana or any cannabis product?
YESTSMJ,HOW MANY SDNTS YOU KNOW IN GRADE USE MJ/CANNABIS,(YE16B),98,BLANK (NO ANSWER),How many of the students in your grade at school would you say use marijuana or any cannabis product?
YESTSMJ,HOW MANY SDNTS YOU KNOW IN GRADE USE MJ/CANNABIS,(YE16B),99,LEGITIMATE SKIP,How many of the students in your grade at school would you say use marijuana or any cannabis product?
YESTSALC,HOW MANY SDNTS YOU KNOW IN GRADE DRINK ALCOHOL,(YE16C),1,None of them,How many of the students in your grade at school would you say drink alcoholic beverages?
YESTSALC,HOW MANY SDNTS YOU KNOW IN GRADE DRINK ALCOHOL,(YE16C),2,A few of them,How many of the students in your grade at school would you say drink alcoholic beverages?
YESTSALC,HOW MANY SDNTS YOU KNOW IN GRADE DRINK ALCOHOL,(YE16C),3,Most of them,How many of the students in your grade at school would you say drink alcoholic beverages?
YESTSALC,HOW MANY SDNTS YOU KNOW IN GRADE DRINK ALCOHOL,(YE16C),4,All of them,How many of the students in your grade at school would you say drink alcoholic beverages?
