Question_Code,Short_Description,Related_Variables,Answer_code,Answer_meaning,
SRCFRSEDNM,RC-SOURCE OF FRIEND/RELATIVE SEDATIVES FOR LAST MISUSE,,2,Got Prescription(s) from More Than One Doctor,
SRCFRSEDNM,RC-SOURCE OF FRIEND/RELATIVE SEDATIVES FOR LAST MISUSE,,3,"Stole from Dr Office, Clinic, Hospital,or Pharmacy",
SRCFRSEDNM,RC-SOURCE OF FRIEND/RELATIVE SEDATIVES FOR LAST MISUSE,,4,Got from Friend or Relative for Free,
SRCFRSEDNM,RC-SOURCE OF FRIEND/RELATIVE SEDATIVES FOR LAST MISUSE,,5,Bought from Friend or Relative,
SRCFRSEDNM,RC-SOURCE OF FRIEND/RELATIVE SEDATIVES FOR LAST MISUSE,,8,Got Some Other Way,
SRCCLFRPNR,RC-COLLAPSED SOURCE OF FRND/REL PAIN RLVRS FOR LAST MISUSE,(SRCFRPNRNM),.,"No PY Misuse/Not from Fr,Rel/Unknwn/Invld (Otherwise)",
SRCCLFRPNR,RC-COLLAPSED SOURCE OF FRND/REL PAIN RLVRS FOR LAST MISUSE,(SRCFRPNRNM),1,Got Frm Dr/Stle Frm Hlth Cr Prv (SRCFRPNRNM,
SRCCLFRPNR,RC-COLLAPSED SOURCE OF FRND/REL PAIN RLVRS FOR LAST MISUSE,(SRCFRPNRNM),2,Got From Friend/Relative (SRCFRPNRNM,
SRCCLFRPNR,RC-COLLAPSED SOURCE OF FRND/REL PAIN RLVRS FOR LAST MISUSE,(SRCFRPNRNM),3,Got From Another Source (SRCFRPNRNM,
SRCCLFRTRQ,RC-COLLAPSED SOURCE OF FRND/REL TRANQLZRS FOR LAST MISUSE,(SRCFRTRQNM),.,"No PY Misuse/Not from Fr,Rel/Unknwn/Invld (Otherwise)",
SRCCLFRTRQ,RC-COLLAPSED SOURCE OF FRND/REL TRANQLZRS FOR LAST MISUSE,(SRCFRTRQNM),1,Got Frm Dr/Stle Frm Hlth Cr Prv (SRCFRTRQNM,
SRCCLFRTRQ,RC-COLLAPSED SOURCE OF FRND/REL TRANQLZRS FOR LAST MISUSE,(SRCFRTRQNM),2,Got From Friend/Relative (SRCFRTRQNM,
SRCCLFRTRQ,RC-COLLAPSED SOURCE OF FRND/REL TRANQLZRS FOR LAST MISUSE,(SRCFRTRQNM),3,Got From Another Source (SRCFRTRQNM,
SRCCLFRSTM,RC-COLLAPSED SOURCE OF FRND/REL STIMULANTS FOR LAST MISUSE,(SRCFRSTMNM),.,"No PY Misuse/Not from Fr,Rel/Unknwn/Invld (Otherwise)",
SRCCLFRSTM,RC-COLLAPSED SOURCE OF FRND/REL STIMULANTS FOR LAST MISUSE,(SRCFRSTMNM),1,Got Frm Dr/Stle Frm Hlth Cr Prv (SRCFRSTMNM,
SRCCLFRSTM,RC-COLLAPSED SOURCE OF FRND/REL STIMULANTS FOR LAST MISUSE,(SRCFRSTMNM),2,Got From Friend/Relative (SRCFRSTMNM,
SRCCLFRSTM,RC-COLLAPSED SOURCE OF FRND/REL STIMULANTS FOR LAST MISUSE,(SRCFRSTMNM),3,Got From Another Source (SRCFRSTMNM,
SRCCLFRSED,RC-COLLAPSED SOURCE OF FRND/REL SEDATIVES FOR LAST MISUSE,(SRCFRSEDNM),.,"No PY Misuse/Not from Fr,Rel/Unknwn/Invld (Otherwise)",
SRCCLFRSED,RC-COLLAPSED SOURCE OF FRND/REL SEDATIVES FOR LAST MISUSE,(SRCFRSEDNM),1,Got Frm Dr/Stle Frm Hlth Cr Prv (SRCFRSEDNM,
SRCCLFRSED,RC-COLLAPSED SOURCE OF FRND/REL SEDATIVES FOR LAST MISUSE,(SRCFRSEDNM),2,Got From Friend/Relative (SRCFRSEDNM,
SRCCLFRSED,RC-COLLAPSED SOURCE OF FRND/REL SEDATIVES FOR LAST MISUSE,(SRCFRSEDNM),3,Got From Another Source (SRCFRSEDNM,
COLDMEDS,TAKEN A NONPRESCRIPTION COUGH MED TO GET HIGH,(SD01),1,Yes,
COLDMEDS,TAKEN A NONPRESCRIPTION COUGH MED TO GET HIGH,(SD01),2,No,
COLDMEDS,TAKEN A NONPRESCRIPTION COUGH MED TO GET HIGH,(SD01),85,BAD DATA Logically assigned,
COLDMEDS,TAKEN A NONPRESCRIPTION COUGH MED TO GET HIGH,(SD01),94,DON'T KNOW,
COLDMEDS,TAKEN A NONPRESCRIPTION COUGH MED TO GET HIGH,(SD01),97,REFUSED,
COLDMEDS,TAKEN A NONPRESCRIPTION COUGH MED TO GET HIGH,(SD01),98,BLANK (NO ANSWER),
COLDREC,TIME SINCE LAST USED COUGH/COLD MED,(SD02),1,Within the past 30 days,
COLDREC,TIME SINCE LAST USED COUGH/COLD MED,(SD02),2,More than 30 days ago but within the past 12 mos,
COLDREC,TIME SINCE LAST USED COUGH/COLD MED,(SD02),3,More than 12 months ago,
COLDREC,TIME SINCE LAST USED COUGH/COLD MED,(SD02),9,At some point in the lifetime LOG ASSN,
COLDREC,TIME SINCE LAST USED COUGH/COLD MED,(SD02),85,BAD DATA Logically assigned,
COLDREC,TIME SINCE LAST USED COUGH/COLD MED,(SD02),91,NEVER USED COUGH/COLD MED,
COLDREC,TIME SINCE LAST USED COUGH/COLD MED,(SD02),97,REFUSED,
COLDREC,TIME SINCE LAST USED COUGH/COLD MED,(SD02),98,BLANK (NO ANSWER),
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),122,Over-the-counter sleep aid; not specified <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),127,"Nytol, no other information <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),130,"Phenergan, Promethazine",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),171,"NyQuil, no other information <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),171.3,NyQuil Cold and Flu <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),171.5,ZzzQuil <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),171.7,"NyQuil Severe, no other information <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),180,Tylenol P.M. <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),415,Codeine,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),423,Percocet,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),425,"Advil, no other information <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),430,"Aspirin, Ecotrin, Empirin <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),435,Tylenol/Children's Tylenol; otherwise unspcfd<OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),442,Ibuprofen,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),450,"Acetaminophen, incl. non-Tylenol brands <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),466,Midol <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),499,Aleve <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),803,"Marijuana, MarrJane, Mary Jane, MJ, pot, weed",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),829,"Robitussin, no other information <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),829.1,Robitussin DM <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),840,"Cough med, generic/unspec, contents unspec <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),843,"Cold medicine/tabs, brand unspfd or generic <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),843.1,Nighttime cold medication; brand unspecified <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),883,Dextromethorphan Hydrobromide <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),1001,"Benadryl, Diphenhydramine, no other info <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),3017,"Dayquil medication, no other information <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),3017.3,DayQuil Cough DM+ <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),3047,"Sudafed, no other information <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),4031,Cough medicine with Codeine <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),4046,Oxycodone,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),4076.1,OTC night time pain reliever; not otherwise spcfd,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),6029,DXM <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8004,Guaifenesin,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8012,"Coriciden, no other information <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8012.1,Coricidin Cough and Cold <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8012.5,"Coricidin HBP, no other information<OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8014,Throat spray; type unspecified <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8014.1,Sore throat tablets/lozenges; brand unspecified <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8042,"Alka Seltzer, no other information <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8042.6,Alka-Seltzer Plus Cold and Flu <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8056,"Vicks, no other information <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8065,"Tylenol Cold medication, no other info <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8070,Advil Cold and Sinus <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8110,Over-the-counter drug/pills; type unspecified<OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8169,TheraFlu <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8192,Delsym <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8192.1,Delsym 12-hour cough <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8200,"Tylenol Cold and Flu medication,no othr info <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8202,"Tussin, no other information",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8202.2,"Wal-Tussin, no other information <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8204,"Flu medication, no other information <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8205,"Mucinex, no other information <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8211,"Halls drops/lozenges, no other info <OTC>",
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8216.2,Advil Cold and Flu <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8217,Broncolin <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8228,Lean (Promethazine w/codeine mixed w/Sprite),
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8249,XL-3,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8254,Flanax; no other information <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8271,Benzonatate,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8279,Decongestant; contents unspfd <OTC>,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8300,Neogripal F,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),8304,Tylenol Severe medication; no other information,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),9985,BAD DATA Logically assigned,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),9991,NEVER USED COUGH/COLD MED,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),9993,DID NOT USE COUGH/COLD MED IN THE PAST 12 MOS,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),9994,DON'T KNOW,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),9997,REFUSED,
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,(SD02SC1),9998,BLANK (NO ANSWER),
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),171,"NyQuil, no other information <OTC>",
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),176,Melatonin <OTC>,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),415,Codeine,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),425,"Advil, no other information <OTC>",
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),430,"Aspirin, Ecotrin, Empirin <OTC>",
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),435,Tylenol/Children's Tylenol; otherwise unspcfd<OTC>,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),442,Ibuprofen,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),450,"Acetaminophen, incl. non-Tylenol brands <OTC>",
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),829,"Robitussin, no other information <OTC>",
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),829.1,Robitussin DM <OTC>,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),840,"Cough med, generic/unspec, contents unspec <OTC>",
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),843,"Cold medicine/tabs, brand unspfd or generic <OTC>",
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),883,Dextromethorphan Hydrobromide <OTC>,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),1001,"Benadryl, Diphenhydramine, no other info <OTC>",
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),3017,"Dayquil medication, no other information <OTC>",
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),3047,"Sudafed, no other information <OTC>",
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),6029,DXM <OTC>,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8009,Allergy pills/antihistamine; type unspfd <OTC>,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8010,"Zyrtec, Cetirizine <OTC>",
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8042,"Alka Seltzer, no other information <OTC>",
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8042.8,Alka-Seltzer Plus Cold and Cough <OTC>,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8055,Flonase,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8056,"Vicks, no other information <OTC>",
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8056.1,Vicks 44 <OTC>,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8065,"Tylenol Cold medication, no other info <OTC>",
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8070,Advil Cold and Sinus <OTC>,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8110,Over-the-counter drug/pills; type unspecified<OTC>,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8169,TheraFlu <OTC>,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8192,Delsym <OTC>,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8192.1,Delsym 12-hour cough <OTC>,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8200,"Tylenol Cold and Flu medication,no othr info <OTC>",
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8202,"Tussin, no other information",
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8204,"Flu medication, no other information <OTC>",
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8204.1,Night flu medication; brand unspecified <OTC>,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8205,"Mucinex, no other information <OTC>",
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8205.1,Mucinex DM <OTC>,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8228,Lean (Promethazine w/codeine mixed w/Sprite),
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8258,Tukol <OTC>,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8261,Rompe Pecho <OTC>,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8279,Decongestant; contents unspfd <OTC>,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),8305,Zinc,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),9985,BAD DATA Logically assigned,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),9991,NEVER USED COUGH/COLD MED,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),9993,DID NOT USE COUGH/COLD MED IN THE PAST 12 MOS,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),9994,DON'T KNOW,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),9997,REFUSED,
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,(SD02SC2),9998,BLANK (NO ANSWER),
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),171,"NyQuil, no other information <OTC>",
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),171.3,NyQuil Cold and Flu <OTC>,
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),176,Melatonin <OTC>,
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),425,"Advil, no other information <OTC>",
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),435,Tylenol/Children's Tylenol; otherwise unspcfd<OTC>,
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),450,"Acetaminophen, incl. non-Tylenol brands <OTC>",
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),499,Aleve <OTC>,
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),840,"Cough med, generic/unspec, contents unspec <OTC>",
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),843,"Cold medicine/tabs, brand unspfd or generic <OTC>",
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),883,Dextromethorphan Hydrobromide <OTC>,
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),3017,"Dayquil medication, no other information <OTC>",
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),3017.1,DayQuil Cough <OTC>,
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),3047,"Sudafed, no other information <OTC>",
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),6029,DXM <OTC>,
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),6083,"CCC, ""Triple C,"" C3 <OTC>",
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),8042.1,"Alka-Seltzer Plus Cold, no other information <OTC>",
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),8055,Flonase,
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),8056,"Vicks, no other information <OTC>",
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),8056.2,Vicks VapoRub <OTC>,
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),8091,Benzedrex <OTC>,
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),8110,Over-the-counter drug/pills; type unspecified<OTC>,
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),8169,TheraFlu <OTC>,
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),8192,Delsym <OTC>,
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),8201,"Tylenol Cough medication, no othr info <OTC>",
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),8202,"Tussin, no other information",
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),8212,"Zicam medication, no other information <OTC>",
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),8228,Lean (Promethazine w/codeine mixed w/Sprite),
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),9985,BAD DATA Logically assigned,
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),9991,NEVER USED COUGH/COLD MED,
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),9993,DID NOT USE COUGH/COLD MED IN THE PAST 12 MOS,
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),9994,DON'T KNOW,
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),9997,REFUSED,
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,(SD02SC3),9998,BLANK (NO ANSWER),
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,(SD02SC4),171,"NyQuil, no other information <OTC>",
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,(SD02SC4),435,Tylenol/Children's Tylenol; otherwise unspcfd<OTC>,
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,(SD02SC4),442,Ibuprofen,
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,(SD02SC4),840,"Cough med, generic/unspec, contents unspec <OTC>",
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,(SD02SC4),3017,"Dayquil medication, no other information <OTC>",
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,(SD02SC4),8042,"Alka Seltzer, no other information <OTC>",
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,(SD02SC4),8056,"Vicks, no other information <OTC>",
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,(SD02SC4),8110,Over-the-counter drug/pills; type unspecified<OTC>,
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,(SD02SC4),8204,"Flu medication, no other information <OTC>",
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,(SD02SC4),8211,"Halls drops/lozenges, no other info <OTC>",
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,(SD02SC4),9985,BAD DATA Logically assigned,
