variable_name,description
RXMTHPMIS,"The following variable for past year misuse of Methylphenidate Products, RXMTHPMIS, was assigned a positive response if a respondent indicated past year misuse of Ritalin, Ritalin LA, Concerta, Daytrana, Metadate CD, Metadate ER, Focalin, Focalin XR, generic methylphenidate, generic extended-release methylphenidate, generic dexmethylphenidate, generic extended-release dexmethylphenidate, or other stimulants that contain methylphenidate. A negative response was assigned if a respondent was not a past year misuser of prescription stimulants (STMNMYR=0) or if a respondent indicated no past year misuse of Ritalin, Ritalin LA, Concerta, Daytrana, Metadate CD, Metadate ER, Focalin, Focalin XR, generic methylphenidate, generic extended-release methylphenidate, generic dexmethylphenidate, and generic extended-release dexmethylphenidate."
SMKLSMDAYS,
PYUD5HER,"NOTE: Respondents who reported lifetime but not past year use of heroin, but were past year users of heroin according to the variables HRNDLREC, HRSMKREC, or HRSNFREC were asked the questions on heroin use disorder. Because the editing and imputation procedures for heroin recency do not incorporate HRNDLREC, HRSMKREC, or HRSNFREC, it is possible for a respondent to be a lifetime but not a past year user of heroin according to IRHERRC, but to be classified as having past year substance use disorder of heroin. The few respondents who were lifetime but not past year users of heroin according to IRHERRC but were missing for HRNDLREC, HRSMKREC, or HRSNFREC were considered past year nonusers. (HERYR, HRNDLREC, HRSMKREC, HRSNFREC, UDHEAVWHERN, UDHEAVWOTHR, UDHEAVWPNRL, UDHEFMLYCTD, UDHEFMLYPRB, UDHEGETHURT, UDHEHLTHCTD, UDHELESSEFF, UDHELRGAMTS, UDHEMNTLCTD, UDHENEEDMOR, UDHENOTSTOP, UDHESTOPACT, UDHESTRURGE, UDHETIMEGET, UDHETIMEUSE, UDHEWANTBAD, UDHEWDCRAMP, UDHEWDDIARR, UDHEWDFEVER, UDHEWDFLBLU, UDHEWDRUNNY, UDHEWDSLEEP, UDHEWDSWEAT, UDHEWDVOMIT,"
RXOXCOANY,"The following variable for any past year use of Oxycodone Products, RXOXCOANY, was assigned a positive response if a respondent indicated any past year use of OxyContin (OXYCNANYYR=1), Percocet, Percodan, Roxicodone, or generic oxycodone, or past year misuse of other pain relievers that contain oxycodone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of OxyContin (OXYCNANYYR=0), Percocet, Percodan, Roxicodone, and generic oxycodone."
SMKLSS30E,What is your best estimate of the number of days you used smokeless tobacco during the past 30 days?
PYUD5INH,"(INHALYR, UDINFMLYCTD, UDINFMLYPRB, UDINGETHURT, UDINHLTHCTD, UDINLESSEFF, UDINLRGAMTS, UDINMNTLCTD, UDINNEEDMOR, UDINNOTSTOP, UDINSTOPACT, UDINSTRURGE, UDINTIMEGET, UDINTIMEUSE, UDINWANTBAD, UDINWORKPRB,"
RXOXCOMIS,"The following variable for past year misuse of Oxycodone Products, RXOXCOMIS, was assigned a positive response if a respondent indicated past year misuse of OxyContin (OXYCNNMYR=1), Percocet, Percodan, Roxicodone, generic oxycodone, or other pain relievers that contain oxycodone. A negative response was assigned if a respondent was not a past year misuser of prescription pain relievers (PNRNMYR=0) or if a respondent indicated no past year misuse of OxyContin (OXYCNNMYR=0), Percocet, Percodan, Roxicodone, and generic oxycodone."
SMKLSS30N,"During the past 30 days, that is since [DATEFILL], on how many days did you use smokeless tobacco?"
PYUD5MRJ,"NOTE: Respondents who reported past year marijuana use but indicated use of marijuana on 5 or fewer days in the past year were not asked the questions on marijuana use disorder. However, respondents who reported past year marijuana use and had a missing value for the number of days they used marijuana in the past year were asked the questions on marijuana use disorder. Therefore, it is possible for a respondent to have used marijuana on 5 or fewer days in the past year according to IRMJFY but to be classified as having a past year substance use disorder of marijuana. (MRJYR, UDMJAVWMARJ, UDMJAVWOTHR, UDMJFMLYCTD, UDMJFMLYPRB, UDMJGETHURT, UDMJHLTHCTD, UDMJLESSEFF, UDMJLRGAMTS, UDMJMNTLCTD, UDMJNEEDMOR, UDMJNOTSTOP, UDMJSTOPACT, UDMJSTRURGE, UDMJTIMEGET, UDMJTIMEUSE, UDMJWANTBAD, UDMJWDANGRY, UDMJWDAPPET, UDMJWDCHILL, UDMJWDDEPRS"", UDMJWDFEVER, UDMJWDFLANX, UDMJWDHEDAC, UDMJWDSHAKE, UDMJWDSITST, UDMJWDSLEEP, UDMJWDSTMCH, UDMJWDSWEAT,"
RXOXYMANY,"The following variable for any past year use of Oxymorphone Products, RXOXYMANY, was assigned a positive response if a respondent indicated any past year use of Opana, Opana ER, generic oxymorphone, or generic extended-release oxymorphone, or past year misuse of other pain relievers that contain oxymorphone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Opana, Opana ER, generic oxymorphone, and generic extended-release oxymorphone."
SMKLSSEVR,"The next questions are about your use of smokeless tobacco such as snuff, dip, chewing tobacco, or snus. Have you ever, even once, used smokeless tobacco?"
PYUD5MTH,"NOTE: Respondents who reported lifetime but not past year use of methamphetamine, but were past year users of methamphetamine according to the variable METHNDLRC, were asked the questions on methamphetamine use disorder. Because the editing and imputation procedures for methamphetamine recency do not incorporate METHNDLRC, it is possible for a respondent to be a lifetime but not a past year user of methamphetamine according to IRMETHAMREC, but to be classified as having past year substance use disorder of methamphetamine. The few respondents who were lifetime but not past year users of methamphetamine according to IRMETHAMREC but were missing for METHNDLRC were considered past year nonusers. (METHAMYR, METHNDLRC, UDMEAVWCOCN, UDMEAVWMETH, UDMEAVWOTHR, UDMEAVWSTIM, UDMEFMLYCTD, UDMEFMLYPRB, UDMEGETHURT, UDMEHLTHCTD, UDMELESSEFF, UDMELRGAMTS, UDMEMNTLCTD, UDMENEEDMOR, UDMENOTSTOP, UDMESTOPACT, UDMESTRURGE, UDMETIMEGET, UDMETIMEUSE, UDMEWANTBAD, UDMEWDDREAM, UDMEWDFLBLU, UDMEWDHNGRY, UDMEWDSITST, UDMEWDSLEEP, UDMEWDTIRED, UDMEWORKPRB, UDMEWSHSTOP)"
RXOXYMMIS,"The following variable for past year misuse of Oxymorphone Products, RXOXYMMIS, was assigned a positive response if a respondent indicated past year misuse of Opana, Opana ER, generic oxymorphone, generic extended-release oxymorphone, or other pain relievers that contain oxymorphone. A negative response was assigned if a respondent was not a past year misuser of prescription pain relievers (PNRNMYR=0) or if a respondent indicated no past year misuse of Opana, Opana ER, generic oxymorphone, and generic extended-release oxymorphone."
SMKLSSFLAG,
QUESTID2,"The following variable, QUESTID2, is a unique record identifier within a particular study year. The IDs may be repeated in other study years, so analysts should always consider the study year when using the QUESTID2."
RXPROVANY,"The following variable for any past year use of Provigil Products, RXPROVANY, was assigned a positive response if a respondent indicated any past year use of Provigil, or past year misuse of other stimulants that contain Provigil. A negative response was assigned if a respondent was not a past year user of prescription stimulants (STMANYYR=0) or if a respondent indicated no past year use of Provigil."
SMKLSSMFU,In what month in [CURRENT YEAR] did you first use smokeless tobacco? In what month in [YEAR FROM CG26a or CG26b] did you first use smokeless tobacco?
SMKLSSMON,
STNDALC,
SUTUNFORCE,You thought you would be forced to stay in rehab or treatment against your will.
SMKLSSREC,"NOTE: This variable incorporates values from the two questions shown below. This variable also incorporates values from two probe questions that were asked when the respondent answered DON'T KNOW or REFUSED to the second question shown below. Now think about the past 30 days -- that is, from [DATEFILL] up to and including today. During the past 30 days, have you used smokeless tobacco, even once? How long has it been since you last used smokeless tobacco?"
STNDDNK,
SUTUNHNDL,You thought you should have been able to handle your alcohol or drug use on your own.
