Question_Code,Description,Answer_Code,Answer_Meaning
V1194,V1194 - MH7c: MD diagnosed schizophrenia/other psychotic disorder: Original,-8,Skipped
V1194,V1194 - MH7c: MD diagnosed schizophrenia/other psychotic disorder: Original,-2,Refusal
V1194,V1194 - MH7c: MD diagnosed schizophrenia/other psychotic disorder: Original,-1,Don't Know
V1194,V1194 - MH7c: MD diagnosed schizophrenia/other psychotic disorder: Original,1,Yes
V1194,V1194 - MH7c: MD diagnosed schizophrenia/other psychotic disorder: Original,2,No
V1195,V1195 - MH7d: MD diagnosed post-traumatic stress disorder (PTSD): Original,-9,Response missing due to CAPI issue
V1195,V1195 - MH7d: MD diagnosed post-traumatic stress disorder (PTSD): Original,-8,Skipped
V1195,V1195 - MH7d: MD diagnosed post-traumatic stress disorder (PTSD): Original,-2,Refusal
V1195,V1195 - MH7d: MD diagnosed post-traumatic stress disorder (PTSD): Original,-1,Don't Know
V1195,V1195 - MH7d: MD diagnosed post-traumatic stress disorder (PTSD): Original,1,Yes
V1195,V1195 - MH7d: MD diagnosed post-traumatic stress disorder (PTSD): Original,2,No
V1196,V1196 - MH7e: MD diagnosed anxiety disorder: Original,-9,Response missing due to CAPI issue
V1196,V1196 - MH7e: MD diagnosed anxiety disorder: Original,-8,Skipped
V1196,V1196 - MH7e: MD diagnosed anxiety disorder: Original,-2,Refusal
V1196,V1196 - MH7e: MD diagnosed anxiety disorder: Original,-1,Don't Know
V1196,V1196 - MH7e: MD diagnosed anxiety disorder: Original,1,Yes
V1196,V1196 - MH7e: MD diagnosed anxiety disorder: Original,2,No
V1197,V1197 - MH7f: MD diagnosed personality disorder: Original,-9,Response missing due to CAPI issue
V1197,V1197 - MH7f: MD diagnosed personality disorder: Original,-8,Skipped
V1197,V1197 - MH7f: MD diagnosed personality disorder: Original,-2,Refusal
V1197,V1197 - MH7f: MD diagnosed personality disorder: Original,-1,Don't Know
V1197,V1197 - MH7f: MD diagnosed personality disorder: Original,1,Yes
V1197,V1197 - MH7f: MD diagnosed personality disorder: Original,2,No
V1198,V1198 - MH7g: MD diagnosed another mental or emotional condition: Original,-9,Response missing due to CAPI issue
V1198,V1198 - MH7g: MD diagnosed another mental or emotional condition: Original,-8,Skipped
V1198,V1198 - MH7g: MD diagnosed another mental or emotional condition: Original,-2,Refusal
V1198,V1198 - MH7g: MD diagnosed another mental or emotional condition: Original,-1,Don't Know
V1198,V1198 - MH7g: MD diagnosed another mental or emotional condition: Original,1,Yes
V1198,V1198 - MH7g: MD diagnosed another mental or emotional condition: Original,2,No
V1199,V1199 - MH8: Hospitalized due to mental/social/emotional health,-9,Response missing due to CAPI issue
V1199,V1199 - MH8: Hospitalized due to mental/social/emotional health,-8,Skipped
V1199,V1199 - MH8: Hospitalized due to mental/social/emotional health,-2,Refusal
V1199,V1199 - MH8: Hospitalized due to mental/social/emotional health,-1,Don't Know
V1199,V1199 - MH8: Hospitalized due to mental/social/emotional health,1,Yes
V1199,V1199 - MH8: Hospitalized due to mental/social/emotional health,2,No
V1200,V1200 - MH9: Hospitalized due to mental health 12 months before arrest,-9,Response missing due to CAPI issue
V1200,V1200 - MH9: Hospitalized due to mental health 12 months before arrest,-8,Skipped
V1200,V1200 - MH9: Hospitalized due to mental health 12 months before arrest,-2,Refusal
V1200,V1200 - MH9: Hospitalized due to mental health 12 months before arrest,-1,Don't Know
V1200,V1200 - MH9: Hospitalized due to mental health 12 months before arrest,1,Yes
V1200,V1200 - MH9: Hospitalized due to mental health 12 months before arrest,2,No
V1201,V1201 - MH11: Taking prescription medicines at time of arrest,-9,Response missing due to CAPI issue
V1201,V1201 - MH11: Taking prescription medicines at time of arrest,-8,Skipped
V1201,V1201 - MH11: Taking prescription medicines at time of arrest,-2,Refusal
V1201,V1201 - MH11: Taking prescription medicines at time of arrest,-1,Don't Know
V1201,V1201 - MH11: Taking prescription medicines at time of arrest,1,Yes
V1201,V1201 - MH11: Taking prescription medicines at time of arrest,2,No
V1202,V1202 - MH12: Taken prescription meds since admitted to prison,-9,Response missing due to CAPI issue
V1202,V1202 - MH12: Taken prescription meds since admitted to prison,-8,Skipped
V1202,V1202 - MH12: Taken prescription meds since admitted to prison,-2,Refusal
V1202,V1202 - MH12: Taken prescription meds since admitted to prison,-1,Don't Know
V1202,V1202 - MH12: Taken prescription meds since admitted to prison,1,Yes
V1202,V1202 - MH12: Taken prescription meds since admitted to prison,2,No
V1203,V1203 - MH13: Currently taking prescription meds for mental health,-9,Response missing due to CAPI issue
V1203,V1203 - MH13: Currently taking prescription meds for mental health,-8,Skipped
V1203,V1203 - MH13: Currently taking prescription meds for mental health,-2,Refusal
V1203,V1203 - MH13: Currently taking prescription meds for mental health,-1,Don't Know
V1203,V1203 - MH13: Currently taking prescription meds for mental health,1,Yes
V1203,V1203 - MH13: Currently taking prescription meds for mental health,2,No
V1204,V1204 - MH14: Received professional help since admitted to prison,-9,Response missing due to CAPI issue
V1204,V1204 - MH14: Received professional help since admitted to prison,-8,Skipped
V1204,V1204 - MH14: Received professional help since admitted to prison,-2,Refusal
V1204,V1204 - MH14: Received professional help since admitted to prison,-1,Don't Know
V1204,V1204 - MH14: Received professional help since admitted to prison,1,Yes
V1204,V1204 - MH14: Received professional help since admitted to prison,2,No
V1205,V1205 - MH15: Currently receiving professional help,-9,Response missing due to CAPI issue
V1205,V1205 - MH15: Currently receiving professional help,-8,Skipped
V1205,V1205 - MH15: Currently receiving professional help,-2,Refusal
V1205,V1205 - MH15: Currently receiving professional help,-1,Don't Know
V1205,V1205 - MH15: Currently receiving professional help,1,Yes
V1205,V1205 - MH15: Currently receiving professional help,2,No
V1206,V1206 - MH_END: Section 4 Mental Health End Flag (CAPI variable),-9,Response missing due to CAPI issue
V1206,V1206 - MH_END: Section 4 Mental Health End Flag (CAPI variable),-8,Skipped
V1206,V1206 - MH_END: Section 4 Mental Health End Flag (CAPI variable),-2,Refusal
V1206,V1206 - MH_END: Section 4 Mental Health End Flag (CAPI variable),-1,Don't Know
V1206,V1206 - MH_END: Section 4 Mental Health End Flag (CAPI variable),1,Yes
V1207,V1207 - PH_BGN: Section 5 Physical Health Begin Flag (CAPI variable),-9,Response missing due to CAPI issue
V1207,V1207 - PH_BGN: Section 5 Physical Health Begin Flag (CAPI variable),-8,Skipped
V1207,V1207 - PH_BGN: Section 5 Physical Health Begin Flag (CAPI variable),-2,Refusal
V1207,V1207 - PH_BGN: Section 5 Physical Health Begin Flag (CAPI variable),-1,Don't Know
V1207,V1207 - PH_BGN: Section 5 Physical Health Begin Flag (CAPI variable),1,Yes
V1208,V1208 - PH1_Feet: Height (feet),-9,Response missing due to CAPI issue
V1208,V1208 - PH1_Feet: Height (feet),-8,Skipped
V1208,V1208 - PH1_Feet: Height (feet),-2,Refusal
V1208,V1208 - PH1_Feet: Height (feet),-1,Don't Know
V1209,V1209 - PH1_Inches: Height (inches),-9,Response missing due to CAPI issue
V1209,V1209 - PH1_Inches: Height (inches),-8,Skipped
V1209,V1209 - PH1_Inches: Height (inches),-2,Refusal
V1209,V1209 - PH1_Inches: Height (inches),-1,Don't Know
V1210,V1210 - PH2: Weight (pounds),-9,Response missing due to CAPI issue
V1210,V1210 - PH2: Weight (pounds),-8,Skipped
V1210,V1210 - PH2: Weight (pounds),-2,Refusal
V1210,V1210 - PH2: Weight (pounds),-1,Don't Know
V1211,V1211 - PH3: Sex assigned at birth (self-report),-9,Response missing due to CAPI issue
V1211,V1211 - PH3: Sex assigned at birth (self-report),-8,Skipped
V1211,V1211 - PH3: Sex assigned at birth (self-report),-2,Refusal
V1211,V1211 - PH3: Sex assigned at birth (self-report),-1,Don't Know
V1211,V1211 - PH3: Sex assigned at birth (self-report),1,Male
V1211,V1211 - PH3: Sex assigned at birth (self-report),2,Female
V1212,V1212 - PH4: Self-described gender identity,-9,Response missing due to CAPI issue
V1212,V1212 - PH4: Self-described gender identity,-8,Skipped
V1212,V1212 - PH4: Self-described gender identity,-2,Refusal
V1212,V1212 - PH4: Self-described gender identity,-1,Don't Know
V1212,V1212 - PH4: Self-described gender identity,1,Male
V1212,V1212 - PH4: Self-described gender identity,2,Female
V1212,V1212 - PH4: Self-described gender identity,3,Transgender
V1212,V1212 - PH4: Self-described gender identity,4,"Do not identify as male, female or transgender"
V1213,V1213 - PH5: Sexual orientation,-9,Response missing due to CAPI issue
V1213,V1213 - PH5: Sexual orientation,-8,Skipped
V1213,V1213 - PH5: Sexual orientation,-2,Refusal
V1213,V1213 - PH5: Sexual orientation,-1,Don't Know
V1213,V1213 - PH5: Sexual orientation,1,Lesbian or Gay
V1213,V1213 - PH5: Sexual orientation,2,"Straight, that is not lesbian or gay"
V1213,V1213 - PH5: Sexual orientation,3,Bisexual
V1213,V1213 - PH5: Sexual orientation,4,Something Else
V1213,V1213 - PH5: Sexual orientation,5,You don't know the answer
V1214,V1214 - PH6: Pregnant at time of admission,-9,Response missing due to CAPI issue
V1214,V1214 - PH6: Pregnant at time of admission,-8,Skipped
V1214,V1214 - PH6: Pregnant at time of admission,-2,Refusal
V1214,V1214 - PH6: Pregnant at time of admission,-1,Don't Know
V1214,V1214 - PH6: Pregnant at time of admission,1,Yes
V1214,V1214 - PH6: Pregnant at time of admission,2,No
V1215,V1215 - PH6a: Obstetric examination since admission,-9,Response missing due to CAPI issue
V1215,V1215 - PH6a: Obstetric examination since admission,-8,Skipped
V1215,V1215 - PH6a: Obstetric examination since admission,-2,Refusal
V1215,V1215 - PH6a: Obstetric examination since admission,-1,Don't Know
V1215,V1215 - PH6a: Obstetric examination since admission,1,Yes
V1215,V1215 - PH6a: Obstetric examination since admission,2,No
V1216,V1216 - PH6b: Received child care/meds/exercises,-9,Response missing due to CAPI issue
V1216,V1216 - PH6b: Received child care/meds/exercises,-8,Skipped
V1216,V1216 - PH6b: Received child care/meds/exercises,-2,Refusal
V1216,V1216 - PH6b: Received child care/meds/exercises,-1,Don't Know
V1216,V1216 - PH6b: Received child care/meds/exercises,1,Yes
V1216,V1216 - PH6b: Received child care/meds/exercises,2,No
V1217,V1217 - PH7: Seen healthcare provider since admission,-9,Response missing due to CAPI issue
V1217,V1217 - PH7: Seen healthcare provider since admission,-8,Skipped
V1217,V1217 - PH7: Seen healthcare provider since admission,-2,Refusal
V1217,V1217 - PH7: Seen healthcare provider since admission,-1,Don't Know
V1217,V1217 - PH7: Seen healthcare provider since admission,1,Yes
V1217,V1217 - PH7: Seen healthcare provider since admission,2,No
V1218,V1218 - PH8: Seen healthcare provider outside prison since admission,-9,Response missing due to CAPI issue
V1218,V1218 - PH8: Seen healthcare provider outside prison since admission,-8,Skipped
V1218,V1218 - PH8: Seen healthcare provider outside prison since admission,-2,Refusal
V1218,V1218 - PH8: Seen healthcare provider outside prison since admission,-1,Don't Know
V1218,V1218 - PH8: Seen healthcare provider outside prison since admission,1,Yes
V1218,V1218 - PH8: Seen healthcare provider outside prison since admission,2,No
V1219,V1219 - PH10: Difficulty hearing,-9,Response missing due to CAPI issue
V1219,V1219 - PH10: Difficulty hearing,-8,Skipped
V1219,V1219 - PH10: Difficulty hearing,-2,Refusal
V1219,V1219 - PH10: Difficulty hearing,-1,Don't Know
V1219,V1219 - PH10: Difficulty hearing,1,Yes
V1219,V1219 - PH10: Difficulty hearing,2,No
V1220,V1220 - PH11: Difficulty seeing,-9,Response missing due to CAPI issue
V1220,V1220 - PH11: Difficulty seeing,-8,Skipped
V1220,V1220 - PH11: Difficulty seeing,-2,Refusal
V1220,V1220 - PH11: Difficulty seeing,-1,Don't Know
V1220,V1220 - PH11: Difficulty seeing,1,Yes
V1220,V1220 - PH11: Difficulty seeing,2,No
V1221,V1221 - PH12: Difficulty concentrating/remembering/etc.,-9,Response missing due to CAPI issue
V1221,V1221 - PH12: Difficulty concentrating/remembering/etc.,-8,Skipped
V1221,V1221 - PH12: Difficulty concentrating/remembering/etc.,-2,Refusal
V1221,V1221 - PH12: Difficulty concentrating/remembering/etc.,-1,Don't Know
V1221,V1221 - PH12: Difficulty concentrating/remembering/etc.,1,Yes
V1221,V1221 - PH12: Difficulty concentrating/remembering/etc.,2,No
V1222,V1222 - PH14: Difficulty walking/climbing stairs,-9,Response missing due to CAPI issue
V1222,V1222 - PH14: Difficulty walking/climbing stairs,-8,Skipped
V1222,V1222 - PH14: Difficulty walking/climbing stairs,-2,Refusal
V1222,V1222 - PH14: Difficulty walking/climbing stairs,-1,Don't Know
V1222,V1222 - PH14: Difficulty walking/climbing stairs,1,Yes
V1222,V1222 - PH14: Difficulty walking/climbing stairs,2,No
V1223,V1223 - PH15: Difficulty dressing/bathing,-9,Response missing due to CAPI issue
V1223,V1223 - PH15: Difficulty dressing/bathing,-8,Skipped
V1223,V1223 - PH15: Difficulty dressing/bathing,-2,Refusal
V1223,V1223 - PH15: Difficulty dressing/bathing,-1,Don't Know
V1223,V1223 - PH15: Difficulty dressing/bathing,1,Yes
V1223,V1223 - PH15: Difficulty dressing/bathing,2,No
V1224,V1224 - PH16: Difficulty doing activities alone,-9,Response missing due to CAPI issue
V1224,V1224 - PH16: Difficulty doing activities alone,-8,Skipped
V1224,V1224 - PH16: Difficulty doing activities alone,-2,Refusal
V1224,V1224 - PH16: Difficulty doing activities alone,-1,Don't Know
V1224,V1224 - PH16: Difficulty doing activities alone,1,Yes
V1224,V1224 - PH16: Difficulty doing activities alone,2,No
V1225,V1225 - PH19a: Diagnosed by MD with any type of cancer,-9,Response missing due to CAPI issue
V1225,V1225 - PH19a: Diagnosed by MD with any type of cancer,-8,Skipped
V1225,V1225 - PH19a: Diagnosed by MD with any type of cancer,-2,Refusal
V1225,V1225 - PH19a: Diagnosed by MD with any type of cancer,-1,Don't Know
V1225,V1225 - PH19a: Diagnosed by MD with any type of cancer,1,Yes
V1225,V1225 - PH19a: Diagnosed by MD with any type of cancer,2,No
V1226,V1226 - PH19b: Diagnosed by MD with hypertension,-9,Response missing due to CAPI issue
V1226,V1226 - PH19b: Diagnosed by MD with hypertension,-8,Skipped
V1226,V1226 - PH19b: Diagnosed by MD with hypertension,-2,Refusal
V1226,V1226 - PH19b: Diagnosed by MD with hypertension,-1,Don't Know
V1226,V1226 - PH19b: Diagnosed by MD with hypertension,1,Yes
V1226,V1226 - PH19b: Diagnosed by MD with hypertension,2,No
V1227,V1227 - PH19c: Diagnosed by MD with stroke,-9,Response missing due to CAPI issue
